provincia,partido,localidad,poblacion,adsl,cable_modem,dial_up,fibra_opt,satelital,wireless,telefonia_fija,3g,4g,link,latitud,longitud
Santiago del Estero,Banda,Huyamampa,130,NO,NO,NO,NO,NO,NO,NO,NO,NO,86035070,-27.4118141271732,-64.2680298965622
Santiago del Estero,Banda,La Aurora,736,NO,NO,NO,NO,NO,NO,NO,NO,NO,86035080,-27.5190033687316,-64.1820733638637
Santiago del Estero,Banda,La Banda,106441,SI,SI,NO,SI,SI,SI,SI,NO,SI,86035090,-27.7598104844079,-64.1861422955531
Santiago del Estero,Banda,La Dársena,1152,NO,NO,NO,NO,NO,NO,NO,SI,SI,86035100,-27.7275522729384,-64.2457984728141
Santiago del Estero,Banda,Los Quiroga,1065,NO,NO,NO,NO,SI,SI,NO,NO,SI,86035110,-27.669552,-64.3737159
Santiago del Estero,Banda,Los Soria,224,NO,NO,NO,NO,NO,NO,NO,NO,NO,86035120,-27.6523150539022,-64.3166505414142
Santiago del Estero,Banda,Simbolar,2344,NO,NO,NO,NO,SI,NO,SI,NO,SI,86035130,-27.652696,-64.1924887
Santiago del Estero,Banda,Tramo 16,637,NO,NO,NO,NO,NO,NO,NO,NO,NO,86035140,-27.7266176015356,-64.1316855402386
Santiago del Estero,General Taboada,Añatuya,23286,SI,SI,NO,SI,SI,SI,SI,SI,SI,86077010,-28.4604679974535,-62.7596093300983
Santiago del Estero,General Taboada,Averías,371,NO,NO,NO,NO,NO,SI,NO,NO,NO,86077020,-28.741220514431,-62.3821980617677
Santiago del Estero,General Taboada,Estación Tacañitas,1060,NO,NO,NO,SI,SI,SI,NO,NO,SI,86077030,-28.6138541583173,-62.5238361883097
Santiago del Estero,General Taboada,La Nena,91,NO,NO,NO,NO,NO,NO,NO,NO,NO,86077040,-28.4546241587177,-61.7418831319049
Santiago del Estero,General Taboada,Los Juríes,3833,NO,SI,NO,SI,SI,NO,SI,NO,SI,86077050,-28.4484755911851,-62.0335980843552
Santiago del Estero,General Taboada,Tomás Young,455,NO,SI,NO,NO,NO,SI,NO,NO,NO,86077060,-28.6023467596818,-62.1835158055122
Santiago del Estero,Guasayán,Lavalle,1554,NO,NO,NO,NO,SI,SI,SI,SI,SI,86084010,-28.2413819630777,-65.0404186745627
Santiago del Estero,Guasayán,San Pedro,1997,NO,NO,NO,NO,NO,SI,NO,SI,SI,86084020,-28.004477679772,-65.1016629117011
Santiago del Estero,Jiménez,El Arenal,54,NO,NO,NO,NO,SI,NO,NO,NO,NO,86091005,-26.803881840061,-64.5660149632156
Santiago del Estero,Jiménez,El Bobadal,1466,NO,NO,NO,NO,SI,NO,NO,NO,SI,86091010,-26.7503821112546,-64.3648190953026
Santiago del Estero,Jiménez,El Charco,178,NO,NO,NO,SI,NO,NO,NO,NO,SI,86091020,-27.2617112952825,-64.6538973422057
Santiago del Estero,Jiménez,El Rincón,363,NO,NO,NO,NO,NO,NO,NO,NO,NO,86091030,-26.752760114817,-64.4384727520069
Santiago del Estero,Jiménez,Gramilla,409,NO,NO,NO,SI,NO,NO,NO,NO,NO,86091040,-27.296511056423,-64.5873228806684
Santiago del Estero,Jiménez,Isca Yacu,87,NO,NO,NO,NO,NO,NO,NO,NO,NO,86091050,-27.0297711564072,-64.6107274402212
Santiago del Estero,Jiménez,Isca Yacu Semaul,65,NO,NO,NO,NO,NO,NO,NO,NO,NO,86091060,-27.0332823734968,-64.6122133001112
Santiago del Estero,Moreno,Patay,232,NO,NO,NO,NO,NO,NO,NO,NO,NO,86119080,-26.8429204209178,-62.9328911113827
Santiago del Estero,Jiménez,Pozo Hondo,3249,NO,NO,NO,SI,SI,NO,SI,NO,SI,86091070,-27.1937927074288,-64.4393140879384
Santiago del Estero,Jiménez,San Pedro,264,NO,NO,NO,NO,NO,NO,NO,NO,NO,86091080,-26.7675027140054,-64.3577360686502
Santiago del Estero,Juan F. Ibarra,El Colorado,735,NO,NO,NO,NO,SI,NO,NO,NO,SI,86098010,-27.9174428714196,-62.1171378956456
Santiago del Estero,Juan F. Ibarra,El Cuadrado,143,NO,NO,NO,NO,SI,SI,SI,NO,NO,86098020,-28.2913337442834,-61.720781100109
Santiago del Estero,Juan F. Ibarra,Matará,1172,NO,NO,NO,SI,SI,SI,SI,NO,SI,86098030,-28.1124229765898,-63.1276057745649
Santiago del Estero,Juan F. Ibarra,Suncho Corral,7201,SI,NO,NO,NO,SI,SI,SI,SI,SI,86098040,-27.9425197490166,-63.3697735786557
Santiago del Estero,Juan F. Ibarra,Vilelas,1723,NO,NO,NO,NO,SI,SI,NO,NO,SI,86098050,-27.9532653685769,-62.5456888179709
Santiago del Estero,Juan F. Ibarra,Yuchán,536,NO,NO,NO,NO,NO,NO,NO,NO,SI,86098060,-27.7822162141501,-62.9003451010272
Santiago del Estero,Loreto,Villa San Martín (Est. Loreto),10996,NO,NO,NO,NO,SI,SI,NO,SI,SI,86105010,-28.3266654290546,-64.105600188844
Santiago del Estero,Mitre,Villa Unión,510,NO,SI,NO,NO,SI,NO,NO,NO,SI,86112010,-29.4117845166099,-62.6857417034462
Santiago del Estero,Moreno,Aerolito,249,NO,NO,NO,NO,SI,NO,NO,NO,NO,86119010,-27.2364425382852,-62.3796577004907
Santiago del Estero,Moreno,Alhuampa,471,NO,NO,NO,SI,SI,NO,NO,NO,NO,86119020,-27.1324238744579,-62.5491681163406
Santiago del Estero,Moreno,Hasse,347,NO,NO,NO,NO,NO,NO,NO,NO,NO,86119030,-27.0717441766102,-62.6462012878265
Santiago del Estero,Moreno,Hernán Mejía Miraval,156,NO,NO,NO,NO,SI,NO,NO,NO,NO,86119040,-27.1752881258606,-62.4257292710739
Santiago del Estero,Moreno,Las Tinajas,1624,NO,NO,NO,NO,SI,NO,NO,NO,SI,86119050,-27.461472889843,-62.9188088964109
Santiago del Estero,Moreno,Libertad,153,NO,NO,NO,NO,SI,NO,NO,NO,NO,86119060,-27.0758668814254,-63.0708903756963
Santiago del Estero,Moreno,Lilo Viejo,416,NO,NO,NO,NO,NO,NO,NO,NO,NO,86119070,-26.9404566764547,-62.9565688691677
Santiago del Estero,Moreno,Pueblo Pablo Torelo (Est. Otumpa),439,NO,NO,NO,SI,NO,NO,NO,NO,NO,86119090,-27.3305544890762,-62.2264018429329
Santiago del Estero,Moreno,Quimilí,15052,SI,SI,NO,NO,SI,SI,SI,SI,SI,86119100,-27.634290977928,-62.3568862967013
Santiago del Estero,Moreno,Roversi,185,NO,NO,NO,NO,SI,NO,NO,NO,NO,86119110,-27.5931208227354,-61.9454442933124
Santiago del Estero,Moreno,Tintina,3537,NO,NO,NO,SI,SI,NO,SI,NO,SI,86119120,-27.0259291304013,-62.6624439965305
Santiago del Estero,Moreno,Weisburd,1842,NO,NO,NO,NO,NO,SI,NO,NO,SI,86119130,-27.309625039991,-62.5400580550113
Santiago del Estero,Ojo de Agua,El 49,131,NO,NO,NO,NO,NO,NO,NO,NO,SI,86126010,-29.0867993771921,-63.875828156503
Santiago del Estero,Ojo de Agua,Sol De Julio,2437,NO,NO,NO,NO,SI,SI,NO,NO,SI,86126020,-29.5732131900914,-63.3519718397153
Santiago del Estero,Ojo de Agua,Villa Ojo De Agua,6776,NO,NO,NO,SI,NO,SI,SI,NO,SI,86126030,-29.5212673985671,-63.5916997386265
Santiago del Estero,Pellegrini,El Mojón,1620,NO,NO,NO,NO,NO,SI,NO,NO,SI,86133010,-26.1227673476409,-64.2866649635389
Santiago del Estero,Pellegrini,Las Delicias,639,NO,NO,NO,NO,NO,SI,NO,NO,NO,86133020,-26.7064602755708,-63.962722918298
Santiago del Estero,Pellegrini,Nueva Esperanza,5145,NO,NO,NO,SI,SI,SI,SI,NO,SI,86133030,-26.2281708369451,-64.2165350542077
Santiago del Estero,Pellegrini,Pozo Betbeder,460,NO,NO,NO,NO,NO,NO,NO,NO,NO,86133040,-26.4370381868394,-64.3184351031334
Santiago del Estero,Pellegrini,Rapelli,1303,NO,NO,NO,SI,NO,NO,SI,NO,SI,86133050,-26.4226389838804,-64.4823360114476
Santiago del Estero,Pellegrini,Santo Domingo,152,NO,NO,NO,NO,NO,SI,NO,NO,NO,86133060,-26.2546885459751,-63.7552458641711
Santiago del Estero,Quebrachos,Ramírez De Velazco,256,NO,NO,NO,NO,NO,NO,NO,NO,SI,86140010,-29.2435669638154,-63.3724472525701
Santiago del Estero,Quebrachos,Sumampa,5559,NO,SI,NO,NO,SI,SI,SI,NO,SI,86140020,-29.3869,-63.4778
Santiago del Estero,Quebrachos,Sumampa Viejo,53,NO,NO,NO,NO,NO,SI,NO,NO,NO,86140030,-29.38518,-63.4576167
Santiago del Estero,Río Hondo,Chañar Pozo De Abajo,62,NO,NO,NO,NO,NO,NO,NO,SI,SI,86147010,-27.6032640691893,-64.6291414240627
Santiago del Estero,Río Hondo,Chauchillas,146,NO,NO,NO,NO,SI,NO,NO,NO,NO,86147020,-27.5578779533854,-64.5047691864018
Santiago del Estero,Río Hondo,Colonia Tinco,838,NO,NO,NO,NO,SI,NO,NO,SI,SI,86147030,-27.4706728097674,-64.8807611774259
Santiago del Estero,Río Hondo,El Charco,95,NO,NO,NO,NO,SI,NO,NO,NO,NO,86147040,-27.2292,-64.7017
Santiago del Estero,Río Hondo,Gramilla,301,NO,NO,NO,NO,SI,SI,NO,NO,NO,86147050,-27.3384269183396,-64.5620856680986
Santiago del Estero,Río Hondo,La Nueva Donosa,372,NO,NO,NO,NO,NO,NO,NO,SI,SI,86147060,-27.4929236299126,-64.8767418087564
Santiago del Estero,Río Hondo,Los Miranda,86,NO,NO,NO,NO,NO,NO,NO,NO,NO,86147070,-27.5083733738626,-64.5649190077259
Santiago del Estero,Río Hondo,Los Núñez,573,NO,NO,NO,SI,NO,NO,NO,NO,SI,86147080,-27.5356,-64.5275
Santiago del Estero,Río Hondo,Mansupa,330,NO,NO,NO,NO,NO,NO,NO,SI,SI,86147090,-27.4976599537674,-64.855588327279
Santiago del Estero,Río Hondo,Pozuelos,689,NO,NO,NO,NO,SI,NO,NO,NO,NO,86147100,-27.3436338395462,-64.7026752507441
Santiago del Estero,Río Hondo,Rodeo De Valdez,84,NO,NO,NO,NO,NO,NO,NO,NO,NO,86147110,-27.5356,-64.5275
Santiago del Estero,Río Hondo,Sauzal,224,NO,NO,NO,NO,NO,NO,NO,NO,NO,86147120,-27.5280897695425,-64.5503115283226
Santiago del Estero,Río Hondo,Termas De Río Hondo,32166,SI,NO,NO,SI,SI,SI,SI,SI,SI,86147130,-27.4969,-64.86360123
Santiago del Estero,Río Hondo,Villa Giménez,163,NO,NO,NO,NO,NO,NO,NO,NO,NO,86147140,-27.6113684478077,-64.4241383951333
Santiago del Estero,Río Hondo,Villa Río Hondo,705,NO,NO,NO,NO,NO,NO,NO,SI,SI,86147150,-27.634837302922,-64.8202799876287
Santiago del Estero,Río Hondo,Villa Turística Del Embalse,47,NO,NO,NO,NO,NO,NO,NO,NO,NO,86147160,-27.4969,-64.8636
Santiago del Estero,Río Hondo,Vinará,647,NO,NO,NO,NO,NO,NO,NO,NO,SI,86147170,-27.4161954364863,-64.7457788845071
Santiago del Estero,Rivadavia,Colonia Alpina,403,NO,SI,NO,NO,SI,SI,NO,NO,SI,86154010,-30.0328848601865,-61.9858847419354
Santiago del Estero,Rivadavia,Palo Negro,241,NO,NO,NO,NO,NO,SI,NO,SI,SI,86154020,-29.6498507669034,-62.0186380619386
Santiago del Estero,Rivadavia,Selva,2878,NO,SI,NO,NO,SI,SI,SI,SI,SI,86154030,-29.7411965865744,-61.9305030989562
Santiago del Estero,Robles,Beltrán,6352,SI,NO,NO,NO,SI,SI,SI,SI,SI,86161010,-27.8529414386088,-63.9976109802064
Santiago del Estero,Robles,Colonia El Simbolar,4197,NO,NO,NO,NO,SI,SI,NO,SI,SI,86161020,-27.7503159458049,-63.7954247865397
Santiago del Estero,Robles,Fernández,12886,SI,NO,NO,SI,SI,SI,SI,SI,SI,86161030,-27.9258,-63.8961
Santiago del Estero,Robles,Ingeniero Forres (Est. Chaguar Punco),5463,NO,NO,NO,SI,SI,SI,SI,NO,NO,86161040,-27.8988045313331,-63.9153240631198
Santiago del Estero,Robles,Vilmer,932,NO,NO,NO,SI,SI,NO,NO,SI,SI,86161050,-27.8080876156289,-64.0900764558405
Santiago del Estero,Salavina,Chilca Juliana,539,NO,NO,NO,SI,SI,SI,NO,NO,NO,86168010,-28.795424,-63.574164
Santiago del Estero,Salavina,Los Telares,2573,NO,NO,NO,SI,SI,NO,SI,NO,SI,86168020,-28.9961060752517,-63.3596611334149
Santiago del Estero,Salavina,Villa Salavina,829,NO,NO,NO,NO,SI,SI,NO,NO,SI,86168030,-28.804238,-63.427367
Santiago del Estero,San Martín,Brea Pozo,1878,NO,NO,NO,NO,SI,SI,SI,SI,SI,86175010,-28.2625484480748,-63.8794848442523
Santiago del Estero,San Martín,Estación Robles,388,NO,NO,NO,NO,SI,NO,NO,NO,NO,86175020,-28.066906709842,-63.9232936486892
Santiago del Estero,Capital,Santiago Del Estero,252192,SI,SI,SI,SI,SI,SI,SI,SI,SI,86049110,-27.8089009906807,-64.2166602117129
Santiago del Estero,Capital,Vuelta De La Barranca,219,NO,NO,NO,NO,NO,SI,NO,SI,SI,86049120,-27.8528,-64.23
Santiago del Estero,Capital,Yanda,201,NO,NO,NO,NO,NO,SI,NO,NO,NO,86049130,-27.8717,-64.2444
Santiago del Estero,Choya,Ancaján,166,NO,NO,NO,NO,NO,NO,NO,NO,NO,86063010,-28.4435975805854,-64.8622051979914
Santiago del Estero,Choya,Choya,1042,SI,NO,NO,SI,SI,NO,SI,SI,SI,86063020,-28.49424,-64.8563
Santiago del Estero,Choya,Estación La Punta,409,SI,NO,NO,NO,NO,NO,SI,NO,NO,86063030,-28.4336985809233,-64.6630390297412
Santiago del Estero,Choya,Frías,26649,SI,SI,NO,SI,SI,SI,SI,SI,SI,86063040,-28.6752274468134,-65.043543609352
Santiago del Estero,Choya,Laprida,1197,NO,NO,NO,SI,NO,SI,NO,NO,SI,86063050,-28.4073548165504,-64.4541927821887
Santiago del Estero,Choya,San Pedro,87,NO,NO,NO,NO,NO,NO,NO,NO,NO,86063070,-28.46011,-64.86656
Santiago del Estero,Choya,Tapso,691,NO,NO,NO,SI,NO,SI,NO,SI,SI,86063080,-28.4006,-65.1019
Santiago del Estero,Choya,Villa La Punta,819,NO,NO,NO,SI,SI,SI,NO,NO,SI,86063090,-28.4059960583853,-64.7158920819925
Santiago del Estero,Copo,El Caburé,737,NO,NO,NO,NO,NO,SI,NO,NO,SI,86056010,-26.0030698341396,-62.323388601784
Santiago del Estero,Copo,La Firmeza,69,NO,NO,NO,NO,NO,SI,NO,NO,NO,86056020,-25.9734496033409,-63.1213341247899
Santiago del Estero,Copo,Los Pirpintos,1729,NO,NO,NO,SI,SI,NO,NO,NO,SI,86056030,-26.1143281340404,-62.0443344069224
Santiago del Estero,San Martín,Estación Taboada,1512,NO,NO,NO,NO,SI,SI,NO,SI,SI,86175030,-28.0244133561374,-63.6780500726067
Santiago del Estero,San Martín,Villa Nueva,303,NO,NO,NO,NO,NO,NO,NO,NO,NO,86175040,-28.3300482316358,-63.9281703939706
Santiago del Estero,Sarmiento,Garza,2584,NO,NO,NO,NO,SI,NO,SI,SI,SI,86182010,-28.1640640623966,-63.4693456111254
Santiago del Estero,Silípica,Árraga,1136,NO,NO,NO,SI,SI,SI,NO,SI,SI,86189010,-28.0781229945078,-64.1575725231187
Santiago del Estero,Silípica,Nueva Francia,1091,NO,NO,NO,NO,SI,SI,NO,SI,SI,86189020,-28.197257042159,-64.1289571495793
Santiago del Estero,Silípica,Simbol,613,NO,NO,NO,NO,NO,SI,NO,NO,SI,86189030,-28.1281475866785,-64.1477934328695
Santiago del Estero,Silípica,Sumamao,244,NO,NO,NO,NO,NO,NO,NO,NO,NO,86189040,-28.1967575331195,-64.0357172733602
Santiago del Estero,Silípica,Villa Silípica,98,NO,NO,NO,NO,NO,NO,NO,NO,NO,86189050,-28.1355654399078,-64.0824158634213
Tierra del Fuego,ANTARTIDA ARGENTINA,Base Belgrano Ii,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,-77.8740088546501,-34.6265601051448
Tierra del Fuego,ANTARTIDA ARGENTINA,Base Brown,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,-64.8953481540258,-62.8705378154324
Tierra del Fuego,ANTARTIDA ARGENTINA,Base Carlini,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,-62.2383693073102,-58.6675435788796
Tierra del Fuego,ANTARTIDA ARGENTINA,Base Esperanza,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,0,-63.3973928907224,-56.997322458775
Tierra del Fuego,ANTARTIDA ARGENTINA,Base Marambio,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,0,-64.2406140561753,-56.6250959571072
Tierra del Fuego,ANTARTIDA ARGENTINA,Base Matienzo,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,-64.9758620236943,-60.0706791228407
Tierra del Fuego,ANTARTIDA ARGENTINA,Base Orcadas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,-60.737817304161,-44.7376600159669
Tierra del Fuego,ANTARTIDA ARGENTINA,Base San Martin,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,-68.1300703213167,-67.101329501464
Tierra del Fuego,ANTARTIDA ARGENTINA,Destacamento Camara,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,-62.5943496603855,-59.9190536260268
Tierra del Fuego,ANTARTIDA ARGENTINA,Destacamento Decepcion,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,-62.9753323251602,-60.6982227022535
Tierra del Fuego,ANTARTIDA ARGENTINA,Destacamento Melchior,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,-64.3256059503534,-62.9763657702779
Tierra del Fuego,ANTARTIDA ARGENTINA,Destacamento Petrel,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,-63.4779032552796,-56.2281462316807
Santa Fe,General Obligado,Reconquista,70549,SI,SI,SI,SI,SI,SI,SI,SI,SI,82049180,-29.1451468389264,-59.6510730563582
Santa Fe,General Obligado,San Antonio De Obligado,2579,SI,SI,NO,NO,SI,SI,SI,NO,SI,82049190,-28.3823470938865,-59.2645742897512
Santa Fe,General Obligado,Tacuarendí (Emb. Kilómetro 421),2586,SI,SI,NO,NO,NO,SI,SI,SI,SI,82049200,-28.4202062467088,-59.2556740044459
Santa Fe,General Obligado,Villa Ana,2696,NO,NO,NO,NO,SI,NO,SI,NO,SI,82049210,-28.4933207178133,-59.6141214862397
Santa Fe,General Obligado,Villa Guillermina,4555,SI,SI,NO,NO,SI,SI,SI,SI,SI,82049220,-28.2450754331528,-59.4547598305134
Santa Fe,General Obligado,Villa Ocampo,15037,SI,SI,NO,SI,SI,NO,SI,SI,SI,82049230,-28.4904509578913,-59.3587641281681
Santa Fe,Iriondo,Barrio Cicarelli,28,NO,NO,NO,NO,NO,SI,NO,NO,NO,82056010,-32.6103776107001,-61.3244409322018
Santa Fe,Iriondo,Bustinza,1098,SI,NO,NO,SI,NO,SI,SI,NO,SI,82056020,-32.7399961772877,-61.2915869736645
Santa Fe,Iriondo,Cañada De Gómez,29205,SI,SI,NO,SI,NO,SI,SI,SI,SI,82056030,-32.8166867292145,-61.3899661468272
Santa Fe,Iriondo,Carrizales (Est. Clarke),1041,SI,SI,NO,NO,SI,NO,SI,NO,SI,82056040,-32.5112871642714,-61.0305147885477
Santa Fe,La Capital,Arroyo Aguiar,751,SI,NO,NO,NO,SI,SI,SI,NO,SI,82063020,-31.4322203707863,-60.6676588774069
Santa Fe,La Capital,Arroyo Leyes,2420,NO,SI,NO,SI,NO,SI,NO,NO,SI,82063030,-31.5577005393669,-60.5166665613111
Santa Fe,La Capital,Cabal,54,NO,NO,NO,NO,NO,SI,NO,NO,NO,82063040,-31.1039907773825,-60.7271526484511
Santa Fe,La Capital,Campo Andino,313,NO,NO,NO,NO,NO,NO,SI,NO,SI,82063050,-31.2410698890417,-60.531189241674
Santa Fe,La Capital,Candioti,888,NO,NO,NO,SI,NO,SI,SI,NO,SI,82063060,-31.3995244031815,-60.7491149288676
Santa Fe,La Capital,Emilia,691,SI,NO,NO,SI,NO,SI,SI,NO,SI,82063070,-31.0610951750412,-60.7464379477764
Santa Fe,La Capital,Laguna Paiva,12334,SI,NO,NO,NO,NO,SI,SI,SI,SI,82063080,-31.3092619266382,-60.6607816085928
Santa Fe,La Capital,Llambi Campbell,2260,SI,NO,NO,NO,NO,SI,SI,SI,SI,82063090,-31.1862574038904,-60.7484785939749
Santa Fe,La Capital,Monte Vera,5726,SI,NO,NO,NO,SI,NO,SI,SI,SI,82063100,-31.5184864327594,-60.6780997937426
Santa Fe,La Capital,Nelson,4206,SI,NO,NO,SI,NO,SI,SI,SI,SI,82063110,-31.2670754515365,-60.7621355398529
Santa Fe,La Capital,Paraje Chaco Chico,139,NO,NO,NO,NO,NO,NO,NO,SI,SI,82063120,-31.567299963712,-60.6617466185791
Santa Fe,La Capital,Paraje La Costa,67,NO,NO,NO,NO,NO,NO,NO,NO,NO,82063130,-31.5177974435199,-60.6115160069236
Santa Fe,La Capital,Recreo,12774,SI,SI,NO,NO,NO,SI,SI,SI,SI,82063140,-31.4935807560402,-60.735411088708
Santa Fe,La Capital,Rincon Norte,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,82063070,-31.5644326802115,-60.414954582383
Santa Fe,La Capital,Rincón Potrero,589,NO,NO,NO,NO,NO,NO,NO,NO,NO,82063150,-31.5286179375841,-60.4756662346225
Santa Fe,La Capital,San José Del Rincón,10176,SI,SI,NO,SI,SI,NO,SI,SI,SI,82063160,-31.6061471114691,-60.569631684875
Santa Fe,La Capital,Santa Fe,391164,SI,SI,SI,SI,SI,SI,SI,SI,SI,82063170,-31.645164805431,-60.7093147118987
Santa Fe,La Capital,Santo Tomé,65684,SI,SI,NO,SI,NO,SI,SI,SI,SI,82063180,-31.6648423299398,-60.7626399841519
Santa Fe,La Capital,Sauce Viejo,7953,SI,NO,NO,SI,NO,SI,SI,SI,SI,82063190,-31.7630683465248,-60.8898606108667
Santa Fe,La Capital,Villa Adelina,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,82063070,-31.7077603088951,-60.7883380397856
Santa Fe,La Capital,Villa Laura (Est. Constituyentes),268,NO,NO,NO,NO,NO,NO,NO,NO,SI,82063200,-31.3738964582973,-60.664717579411
Santa Fe,Las Colonias,Cavour,137,NO,NO,NO,NO,NO,SI,SI,NO,NO,82070010,-31.3666330323604,-61.0172254853249
Santa Fe,Las Colonias,Cululú,97,NO,NO,NO,NO,NO,SI,SI,NO,NO,82070020,-31.2053110846326,-60.9314003415917
Santa Fe,Las Colonias,Elisa,1490,NO,NO,NO,SI,NO,NO,SI,NO,SI,82070030,-30.6980797094538,-61.0487593646417
Santa Fe,Las Colonias,Empalme San Carlos,125,NO,NO,NO,NO,NO,SI,SI,NO,SI,82070040,-31.5487780871674,-60.8127223355579
Santa Fe,Las Colonias,Esperanza,40145,SI,SI,NO,SI,SI,SI,SI,SI,SI,82070050,-31.4505966144136,-60.9310068119638
Santa Fe,Las Colonias,Felicia,1788,NO,NO,NO,NO,NO,SI,SI,SI,SI,82070060,-31.246393987915,-61.2128816673977
Santa Fe,Las Colonias,Franck,5109,SI,NO,NO,SI,NO,SI,SI,SI,SI,82070070,-31.5888736174502,-60.9388945830321
Santa Fe,Las Colonias,Grutly,545,SI,NO,NO,NO,NO,SI,SI,NO,SI,82070080,-31.2705026899597,-61.0727542695818
Santa Fe,Las Colonias,Hipatia,310,NO,NO,NO,NO,NO,SI,NO,NO,NO,82070090,-31.1282518725208,-61.0327676754247
Santa Fe,Las Colonias,Humboldt,3999,SI,NO,NO,SI,NO,SI,SI,SI,SI,82070100,-31.4009210645041,-61.0825515659905
Santa Fe,Las Colonias,Jacinto L. Aráuz,106,NO,NO,NO,NO,NO,NO,NO,NO,NO,82070110,-30.7370340516557,-60.9759511253175
Santa Fe,Las Colonias,La Pelada,1037,NO,NO,NO,SI,NO,SI,SI,NO,SI,82070120,-30.8679477693336,-60.9718116807155
Santa Fe,Las Colonias,Las Tunas,360,SI,NO,NO,SI,SI,NO,SI,SI,SI,82070130,-31.5722370638803,-60.9959287992772
Santa Fe,Las Colonias,María Luisa,579,NO,NO,NO,NO,NO,SI,SI,NO,SI,82070140,-31.0126440481519,-60.9114327492504
Santa Fe,Las Colonias,Matilde,754,SI,NO,NO,NO,NO,SI,SI,NO,SI,82070150,-31.7932160880623,-60.9818059784844
Santa Fe,Las Colonias,Nuevo Torino,425,SI,NO,NO,NO,NO,SI,NO,NO,SI,82070160,-31.3468823835409,-61.235725734005
Santa Fe,Las Colonias,Pilar,4705,SI,NO,NO,SI,NO,SI,SI,SI,SI,82070170,-31.442015817123,-61.2600249614063
Santa Fe,Las Colonias,Plaza Matilde,29,NO,NO,NO,NO,NO,NO,NO,NO,NO,82070180,-31.7974834888763,-61.0111678232689
Santa Fe,Las Colonias,Progreso,2118,NO,NO,NO,NO,NO,SI,SI,SI,SI,82070190,-31.1397689545802,-60.990254156931
Santa Fe,Las Colonias,Providencia,663,NO,NO,NO,NO,NO,SI,SI,NO,SI,82070200,-30.9845868369063,-61.0218281498813
Santa Fe,Las Colonias,Sa Pereyra,1533,SI,NO,NO,NO,NO,SI,SI,NO,NO,82070210,-31.5721513951563,-61.3782231110791
Santa Fe,Las Colonias,San Agustín,630,NO,NO,NO,NO,NO,SI,SI,SI,SI,82070220,-31.6847778866246,-60.9413147450231
Santa Fe,Las Colonias,San Carlos Centro,10717,SI,SI,NO,SI,NO,SI,SI,SI,SI,82070230,-31.7284179989089,-61.0913957859145
Santa Fe,Las Colonias,San Carlos Norte,812,NO,SI,NO,NO,NO,SI,SI,NO,SI,82070240,-31.6743105766747,-61.0762585195433
Santa Fe,Las Colonias,San Carlos Sud,1927,SI,SI,NO,NO,NO,SI,SI,SI,SI,82070250,-31.7575954064363,-61.1007514980914
Santa Fe,Las Colonias,San Jerónimo Del Sauce,742,NO,NO,NO,SI,NO,SI,SI,SI,SI,82070260,-31.6112124759047,-61.1425180717315
Santa Fe,Las Colonias,San Jerónimo Norte,5962,SI,NO,NO,SI,NO,SI,SI,SI,SI,82070270,-31.5545316682675,-61.078514153956
Santa Fe,Las Colonias,San Mariano,218,NO,NO,NO,NO,NO,NO,SI,NO,NO,82070280,-31.6702105890861,-61.3480211476449
Santa Fe,Las Colonias,Santa Clara De Buena Vista,2540,NO,SI,NO,NO,NO,NO,SI,SI,SI,82070290,-31.7657963305203,-61.3210236384566
Santa Fe,Las Colonias,Santo Domingo,1470,NO,NO,NO,NO,NO,SI,SI,NO,SI,82070300,-31.1222768363914,-60.8888854567848
Santa Fe,Iriondo,Classon,484,NO,NO,NO,SI,NO,SI,SI,SI,SI,82056050,-32.4634203095763,-61.2910434085442
Santa Fe,Iriondo,Colonia Médici,13,NO,NO,NO,NO,NO,SI,NO,NO,NO,82056060,-32.5988903254118,-61.3767121670301
Santa Fe,Iriondo,Correa,5792,SI,SI,NO,SI,NO,SI,SI,SI,SI,82056070,-32.8494610803638,-61.2545569082818
Santa Fe,Iriondo,Larguía,54,NO,NO,NO,NO,NO,SI,NO,NO,NO,82056080,-32.5491600036652,-61.2170944213123
Santa Fe,Iriondo,Lucio V. López,485,NO,SI,NO,NO,NO,SI,SI,NO,SI,82056090,-32.7145757,-61.0180654
Santa Fe,Iriondo,Oliveros,3800,SI,NO,NO,SI,NO,NO,NO,SI,SI,82056100,-32.5758215248523,-60.8553515331513
Santa Fe,Iriondo,Pueblo Andino,1784,NO,SI,NO,NO,NO,SI,SI,SI,SI,82056110,-32.6717914164971,-60.8761806736397
