id,region,sexo,edad,p72,p72_1,p72_1otr,p72_2,p73,p74,p74_1,p74_2,p74_3,p74_4,p74_4_bis,p75_1,p75_2,p75_3,p75_4,p76horas,p76minutos,horas_internet,minutos_internet,p77_1,p77_2,p77_3,p77_4,p77_5,p77_6,p77_7,p77_8,p77_9,p77_10,p78_1,p78_2,p78_3,p78_4,p78_5,p78_1_1,p78_1_2,p78_1_3,p78_1_4,p78_1_5,p78_2b,p78_3b_1,p78_3b,p79_1,p79_2,p79_3,p79_4,p79_5,p79_6,p79_7,p80horas,p80minutos,horas_redes,minutos_redes,p81,p81_1a,p81_1b,p81_1c,p81_1d,p81_1e,p81_1f,p81_1g,p81_1h,p81_1i,p81_1j,p81_1k,p81_1l,p82,p83,p84,p85,p85_1,p85_2,p85_3,p85_3_bis,p86,p87,p88,p89horas,p89minutos,horas_videojuegos,minutos_videojuegos,p90_1,p90_2,p90_3,p90_4,p91,p91_bis,minutos_radio_1,minutos_radio_total,horas_radio_total,minutos_musica_1,minutos_musica_total,horas_musica_total,minutos_diario_1,minutos_diario_total,horas_diario_total,minutos_tv_1,minutos_tv_total,horas_tv_total,minutos_internet_1,minutos_internet_total,horas_internet_total,minutos_redes_1,minutos_redes_total,horas_redes_total,minutos_videojuegos_1,minutos_videojuegos_total,horas_videojuegos_total
2611,CABA,Mujer,44,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,2000,2000,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,1,NO USA,1,NO USA,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNOS DIAS POR SEMANA,SI,SI,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,NA,NA,NO,NA, ,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,1,0,1,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,2,2,SI,1,SI,SI,650,650,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,60,60,1,60,60,1,0,0,0,60,60,1,60,60,1,0,0,0
2612,CABA,Varón,29,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,1200,1200,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,1,NO USA,1,NO USA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNOS DIAS POR SEMANA,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,SI,450,450,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,60,60,1,0,30,0.5,60,60,1,60,60,1,0,30,0.5,0,0,0
2613,CABA,Varón,38,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,400,400,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,NO USA,2,NO USA,ALGUNA VEZ AL AÑO O MENOS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ CADA 3 MESES,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNA VEZ CADA 3 MESES,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,1,0,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,1,SI,1,SI,SI,50,50,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,60,60,1,0,0,0,0,0,0,120,120,2,60,60,1,0,0,0
2614,CENTRO,Mujer,70,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,700,700,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,5,NO USA,5,NO USA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,2,0,2,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,SI,1,SI,SI,300,300,6000,NO,NA,,,0,0,NA,NA,NA,NA,,0,420,450,7.5,180,180,3,0,40,0.666666667,240,240,4,300,300,5,120,120,2,0,0,0
2615,CENTRO,Mujer,21,SI,, ,NA,NA,NO,SI,NS/NC,NA,,0,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,8,NO USA,8,NO USA,ALGUNAS VECES AL MES,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,ALGUNAS VECES AL MES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,4,0,4,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,NINGUNA,NINGUNA,NO,1,SI,SI,390,390,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,30,0.5,180,180,3,0,0,0,120,120,2,480,480,8,240,240,4,0,0,0
2616,CENTRO,Varón,18,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,5,NO USA,5,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,SI,SI,NO,SI,NO,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NA,ALGUNOS DIAS POR SEMANA,NA,NO,NA, ,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,3,0,3,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,1,NO,1,SI,SI,460,460,0,SI,ALGUNOS DIAS POR SEMANA,1,0,1,0,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,0,0,0,0,0,240,240,4,0,10,0.166666667,180,180,3,300,300,5,180,180,3,60,60,1
2617,CENTRO,Mujer,19,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,NS/NC,NS/NC,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,4,NO USA,4,NO USA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NO,NA, ,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,3,0,3,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,NO,1,SI,SI,290,290,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,180,180,3,0,0,0,60,60,1,240,240,4,180,180,3,0,0,0
2618,CENTRO,Mujer,55,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,430,430,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNOS DIAS POR SEMANA,2,NO USA,2,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNAS VECES AL MES,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,NUNCA,ALGUNA VEZ AL AÑO O MENOS,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,1,0,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,NINGUNA,SI,1,SI,SI,NS/NC,NS/NC,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,60,60,1,60,90,1.5,180,180,3,120,120,2,60,60,1,0,0,0
2619,CABA,Mujer,59,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,NUNCA,NUNCA,2,NO USA,2,NO USA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,ALGUNAS VECES AL MES,SI,SI,SI,NO,NO,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,ALGUNAS VECES AL MES,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,0,30,0,30,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,100,100,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,60,60,1,0,1,0.016666667,120,120,2,120,120,2,0,30,0.5,0,0,0
2620,CABA,Varón,57,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,1100,1100,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,4,NO USA,4,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNAS VECES AL MES,NUNCA,ALGUNAS VECES AL MES,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,SI,NO,NO,NO,NO,ALGUNOS DIAS POR SEMANA,NA,NA,NA,NA,NO,NA, ,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNA VEZ CADA 3 MESES,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,1,0,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,NO,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,180,180,3,0,0,0,60,60,1,120,120,2,240,240,4,60,60,1,0,0,0
2621,CABA,Varón,15,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,1300,1300,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,3,NO USA,3,NO USA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,SI,300,300,0,SI,TODOS O CASI TODOS LOS DIAS,1,0,1,0,TODOS O CASI TODOS LOS DIAS,TODOS O CASI TODOS LOS DIAS,NUNCA,ALGUNOS DIAS POR SEMANA,0,0,180,180,3,180,180,3,60,60,1,180,180,3,180,180,3,120,120,2,60,60,1
2622,CABA,Mujer,60,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,1400,1400,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,5,NO USA,5,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,SI,347,347,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,600,600,10,0,0,0,0,20,0.333333333,180,180,3,300,300,5,120,120,2,0,0,0
2623,CABA,Mujer,23,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,1500,1500,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,2,NO USA,2,NO USA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,SI,600,600,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,180,180,3,60,60,1,180,180,3,120,120,2,120,120,2,0,0,0
2624,CABA,Mujer,18,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,1700,1700,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,4,NO USA,4,NO USA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NO,NA, ,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,SI,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,180,180,3,0,0,0,120,120,2,240,240,4,120,120,2,0,0,0
2625,CABA,Varón,65,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,800,800,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,NO USA,2,NO USA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,SI,400,400,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,60,60,1,0,0,0,0,30,0.5,180,180,3,120,120,2,120,120,2,0,0,0
2626,CABA,Mujer,78,NO,POR FALTA DE TIEMPO, ,SI,NO,NA,NA,,NA,,0,NA,NA,NA,NA,,,0,NO USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, ,NA,NA,NA,NA,NA,NA,NA,,,0,0,NA,NA,,,,,,,,,,,,1,NINGUNA,SI,1,NO,NA,400,400,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,30,0.5,0,30,0.5,60,60,1,180,180,3,0,0,0,0,0,0,0,0,0
2627,CABA,Varón,21,SI,, ,NA,NA,SI,NA,,INCLUYE CABLE,500,500,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,2,NO USA,2,NO USA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,SI,NO,NO,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NA,NA,NO,NA, ,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,3,0,3,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,NINGUNA,SI,1,SI,SI,300,300,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,120,120,2,120,120,2,0,50,0.833333333,180,180,3,120,120,2,180,180,3,0,0,0
2628,CABA,Mujer,14,SI,, ,NA,NA,SI,NA,,NS/NC,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ CADA 3 MESES,NUNCA,1,NO USA,1,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,NUNCA,NUNCA,NUNCA,NUNCA,SI,SI,SI,SI,NO,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NA,NO,NA, ,NUNCA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,NUNCA,1,0,1,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,3,1,SI,1,SI,NO,0,0,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,120,120,2,0,0,0,120,120,2,60,60,1,60,60,1,0,0,0
2629,CABA,Mujer,27,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,1098,1098,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,ALGUNAS VECES AL MES,4,NO USA,4,NO USA,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNAS VECES AL MES,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,ALGUNOS DIAS POR SEMANA,SI,NO,NO,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,NA,NA,NA,NO,NA, ,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,NUNCA,1,0,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,2,1,SI,1,SI,SI,NS/NC,NS/NC,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,0,45,0.75,0,0,0,120,120,2,240,240,4,60,60,1,0,0,0
2630,CABA,Varón,29,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,750,750,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,3,NO USA,3,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNAS VECES AL MES,NUNCA,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,SI,SI,SI,SI,NO,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NA,NO,NA, ,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,1,SI,1,SI,SI,400,400,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,180,180,3,0,0,0,240,240,4,180,180,3,120,120,2,0,0,0
2631,CABA,Varón,18,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO,NS/NC,NS/NC,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,4,NO USA,4,NO USA,ALGUNAS VECES AL MES,ALGUNAS VECES AL MES,ALGUNOS DIAS POR SEMANA,NUNCA,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,NUNCA,NUNCA,ALGUNA VEZ CADA 3 MESES,SI,NO,NO,NO,NO,ALGUNAS VECES AL MES,NA,NA,NA,NA,NO,NA, ,NUNCA,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,1,0,1,0,"OBSERVA LOS CONTENIDOS, SIN HACER COMENTARIOS",NA,,,,,,,,,,,,1,1,SI,1,SI,SI,NS/NC,NS/NC,0,SI,TODOS O CASI TODOS LOS DIAS,3,0,3,0,TODOS O CASI TODOS LOS DIAS,ALGUNA VEZ CADA 3 MESES,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DIAS,1000,1000,0,0,0,180,180,3,0,0,0,180,180,3,240,240,4,60,60,1,180,180,3
2632,CABA,Mujer,43,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,1500,1500,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DÍAS,3,NO USA,3,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNA VEZ CADA 3 MESES,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNAS VECES AL MES,SI,NO,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,TODOS O CASI TODOS LOS DÍAS,NA,NA,NO,NA, ,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,1,SI,1,SI,SI,450,450,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,120,120,2,0,0,0,240,240,4,180,180,3,120,120,2,0,0,0
2633,CABA,Mujer,55,SI,, ,NA,NA,SI,NA,,INCLUYE TELÉFONO Y CABLE,1500,1500,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,3,NO USA,3,NO USA,ALGUNOS DIAS POR SEMANA,ALGUNA VEZ CADA 3 MESES,NUNCA,ALGUNA VEZ CADA 3 MESES,TODOS O CASI TODOS LOS DÍAS,NUNCA,NUNCA,ALGUNA VEZ AL AÑO O MENOS,NUNCA,ALGUNA VEZ CADA 3 MESES,SI,NO,SI,NO,NO,TODOS O CASI TODOS LOS DÍAS,NA,TODOS O CASI TODOS LOS DÍAS,NA,NA,NO,NA, ,ALGUNOS DIAS POR SEMANA,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,TODOS O CASI TODOS LOS DÍAS,NUNCA,TODOS O CASI TODOS LOS DÍAS,NUNCA,2,0,2,0,"COMENTA, COMPARTE, PARTICIPA Y/U OPINA FRENTE A CONTENIDOS",NA,,,,,,,,,,,,1,1,SI,1,SI,SI,450,450,0,NO,NA,,,0,0,NA,NA,NA,NA,,0,0,0,0,120,120,2,0,0,0,180,180,3,180,180,3,120,120,2,0,0,0
